	welch_words	welch	welch_rang	dispersion	dispersion_numeric

986	untuniutntrng55886	0.0	48409	5/200	0.025

987	untuniutntrng55886	0.0	48477	5/200	0.025

988	untuniutntrng55886	0.0	48443	5/200	0.025

989	untuniutntrng55886	0.0	48520	5/200	0.025

990	untuniutntrng55886	0.0	48432	5/200	0.025

991	untuniutntrng55886	0.0	48376	5/200	0.025

992	untuniutntrng55886	0.0	48462	5/200	0.025

993	untuniutntrng55886	0.0	48335	5/200	0.025

994	untuniutntrng55886	0.0	48213	5/200	0.025

995	untuniutntrng55886	0.0	48141	5/200	0.025

996	untuniutntrng55886	0.0	48388	5/200	0.025

997	untuniutntrng55886	0.0	48342	5/200	0.025

998	untuniutntrng55886	0.0	48500	5/200	0.025

999	untuniutntrng55886	0.0	48392	5/200	0.025

